,News Outlet,Text,Compound Score,Positive Score,Neutral Score,Negative Score
79,@CNN,President Trump wants to impose a 25% tariff on steel imports and a 10% tariff on aluminum imports. Here's what that could mean for your wallet and why you need to check your paycheck https://t.co/4u5t9mNnoF https://t.co/5GWByBC86U,-0.296,0.0,0.937,0.062
80,@CNN,Conservatives -- including House Speaker Paul Ryan -- are striking back after President Trump announced last week he planned to raise tariffs on aluminum and steel coming into the US https://t.co/MwjEMKN47O https://t.co/sds2AzUHjq,0.0,0.0,1.0,0.0
81,@CNN,Amazon is reportedly looking to partner with banking giants JPMorgan Chase and Capital One to offer shoppers Amazon-branded checking accounts https://t.co/OpgB2Lsf57,0.1779,0.078,0.922,0.0
82,@CNN,Why Italy won't get the universal income it was promised https://t.co/fMdQQcnVTj https://t.co/Ddj1lqVLCg,0.3612,0.185,0.815,0.0
83,@CNN,"Ben Carson on the Department of Housing and Urban Development: ""There are more complexities here than in brain surgery"" https://t.co/zBWUPst80z https://t.co/T3ahXmHxfO",0.0,0.0,1.0,0.0
84,@CNN,"President Trump and the first lady welcome Israeli Prime Minister Benjamin Netanyahu and his wife to the White House 

Live updates: https://t.co/V9vi8a8Zla https://t.co/1Oj8yWwmSZ",0.4588,0.12,0.88,0.0
85,@CNN,"Common called out President Trump's ""hate"" and the National Rifle Association while performing ""Stand Up for Something"" at the Oscars with Andra Day https://t.co/UdGRoU166F https://t.co/RHJQSSTLRB",0.0,0.0,1.0,0.0
86,@CNN,West Virginia public school teachers are striking for an eighth day because the state legislature didn't meet their demand for higher pay and better benefits over the weekend https://t.co/6RZ9gyGDho https://t.co/Um2MEsEV4q,0.6673,0.2,0.759,0.041
87,@CNN,No men are allowed on this private island off the coast of Finland https://t.co/yDwTcQQ3i7 https://t.co/jn6qCSIg0u,-0.296,0.0,0.864,0.136
88,@CNN,"When Israeli Prime Minister Benjamin Netanyahu arrives at the White House today, it will be under clouds of controversy -- both his own and those of his hosts https://t.co/mQDOK4dcD2 https://t.co/HPwIDJkHb9",0.0,0.0,1.0,0.0
89,@CNN,Want to avoid a three-hour drive to the airport in some of India's worst traffic? This airport will fly you to the terminal in a helicopter for $65 https://t.co/O7ghmSntU5 https://t.co/K8kFlKfJXt,-0.7184,0.04,0.767,0.193
90,@CNN,RT @CNNMoney: Introducing PACIFIC: The newsletter for the Innovation Economy. Sign up today! https://t.co/8abbJnM7zI,0.4389,0.182,0.818,0.0
91,@CNN,"If a possible mass shooter wants to hone his craft, don't hand him a virtual boot camp | via @CNNopinion https://t.co/1Lbl04ubcc https://t.co/DznOMpghri",-0.3875,0.0,0.873,0.127
92,@CNN,"Macaulay Culkin says he didn't watch the Oscars, but that didn't stop him from live-tweeting the event https://t.co/xGN3eyQxbp https://t.co/FhHheQR9cT",0.3252,0.115,0.885,0.0
93,@CNN,"Former Trump campaign manager Corey Lewandowksi on abuse allegations against former White House staff secretary Rob Porter: ""Somebody knew. And the question was what did they know and how soon did they know it?"" https://t.co/I0jRQlEw5T https://t.co/pdTYjilvmQ",-0.8316,0.0,0.813,0.187
94,@CNN,"This college tax credit saved the typical American family $2,277 https://t.co/CaJrR8H9cr https://t.co/ZRLBe38lpI",0.6597,0.351,0.649,0.0
95,@CNN,"President Trump accuses the Obama administration of using the investigation into potential ties between his campaign and Russia's meddling in the 2016 election to discredit his bid and boost the chances of his Democratic opponent, Hillary Clinton https://t.co/3HKmj2eJc6 https://t.co/c9TAwUN0xF",0.2732,0.105,0.839,0.056
96,@CNN,Jailed Russian 'sex coaches' offer to trade election info for US asylum https://t.co/PajAZhzd9U https://t.co/1BzxySrSe1,-0.4939,0.0,0.802,0.198
97,@CNN,"- President Trump, tariffs and NAFTA

- Trump welcomes Israeli PM Netanyahu

- White House press briefing at 2 p.m. ET

It's a new week in Washington. Follow live politics updates throughout the day: https://t.co/IxpodnPHL3 https://t.co/ckUbIQxIUv",0.4019,0.083,0.917,0.0
98,@CNN,No men are allowed on this private island off the coast of Finland https://t.co/TrWRQT6UBQ https://t.co/zkVvKoTY9J,-0.296,0.0,0.864,0.136
99,@CNN,"As the dust settles on Italy's election, there are clear winners and losers, but no clear outcome after a campaign dominated by anti-immigrant rhetoric and promises that will be hard to keep https://t.co/UEyEcvQZZ6 https://t.co/GYIjeRIbRP",0.7391,0.253,0.618,0.128
0,@FoxNews,"ABC star Jimmy Kimmel's 'divisive,' politically charged Oscars were lowest on record https://t.co/mtqJUDEMKU",-0.5267,0.0,0.714,0.286
1,@FoxNews,Ohio Forklift Driver Who Switched Parties: #Trump 'Knows What He's Doing' on Tariffs https://t.co/RjGE5Xqc4X,0.4019,0.172,0.828,0.0
2,@FoxNews,"RT @FoxNewsResearch: Sam Nunberg:
•Began consulting for Trump in 2011
•Served for six weeks as an adviser to Trump's campaign
•Aug 2015: Fi…",0.0,0.0,1.0,0.0
3,@FoxNews,".@MarkCGlaze on difficulties of stopping school shooters: ""[It] has to do with the fact that there are 300 million guns on the streets of America and the @NRA's only solution is to put 400 million out there."" https://t.co/GqXkLD2XIz",-0.128,0.056,0.852,0.092
4,@FoxNews,".@CaseyCagle: ""[@Delta] is family here in Georgia and we'll continue to fight together, but on issues like the Constitution...we have to push back."" https://t.co/rotJnKFMFk https://t.co/FJQ8Nfo8Mz",0.3506,0.116,0.82,0.064
5,@FoxNews,"""We do have to stand up and fight and push back and do it in a very respectful way."" — @CaseyCagle on GA tax bill punishing @Delta for cutting ties to @NRA  https://t.co/rotJnKFMFk https://t.co/zXFcDIN6hI",-0.5279,0.084,0.718,0.197
6,@FoxNews,#Trump name removed from Panama hotel after days-long standoff https://t.co/LyRWgtm9hC,0.0,0.0,1.0,0.0
7,@FoxNews,".@JoeConchaTV: ""We saw a lot of diversity last night and everybody celebrates diversity and it's great. The only diversity that doesn't seem to be accepted at this point is diversity of thought, diversity of another kind of political opinion.""  https://t.co/A7MA6ITxbP https://t.co/HtXa8fDeac",0.872,0.211,0.789,0.0
8,@FoxNews,".@marthamaccallum: “I would love to see us get through one year without a school shooting, just as a starting point in all of this. Do you think that’s possible, Andrew?”
Andrew Pollack: “Why think? We should do. We need to act. We need to be proactive.” #TheStory https://t.co/7lKNA2777U",0.6767,0.092,0.908,0.0
9,@FoxNews,"Andrew Pollack, whose daughter was killed in Parkland shooting: “The media focuses on gun control, and it doesn’t work. That’s a big issue, so my issue is: let’s change it this time. My daughter was murdered, and I’m going to do something different.” #TheStory https://t.co/H1aFGl1zGa",-0.9062,0.0,0.784,0.216
10,@FoxNews,".@HeyTammyBruce: “The United States is standing very strongly with Israel. There’s no question here at this stage. Obviously, the moving of the embassy to Jerusalem is another statement that we’re going to even go further than we have in the past.” #TheStory https://t.co/LCikQ2qNEY",0.4576,0.11,0.844,0.046
11,@FoxNews,"RT @EricShawnTV: At @AIPAC, @SenSchumer : ""We must pass and highlight the #TaylorForceAct, ""The Taylor Force Act will force the world to co…",0.34,0.103,0.897,0.0
12,@FoxNews,".@KatrinaPierson: “We are no longer even talking about collusion with Russia at this point…The investigation is continuing to broaden its scope. They just need to admit there was no Russia collusion, and then try to get on with the day.” #TheStory https://t.co/7mXgbfVTHh",-0.3818,0.04,0.863,0.097
13,@FoxNews,"RT @MikeEmanuelFox: Protesters, White House want Congress to act on immigration-from #SpecialReport tonight: 

https://t.co/owJGZjCbsI",-0.1531,0.086,0.789,0.125
14,@FoxNews,".@RepDevinNunes: “If you’re going to go against the Russians, against a foreign adversary, the first thing you do is don’t talk about it.” #TheStory https://t.co/T1EEcWh6q0",-0.2023,0.0,0.927,0.073
15,@FoxNews,".@RepDevinNunes: “The Russians had an operation against us, but they’ve always had an operation against the United States of America, going back for many, many years and many elections.” #TheStory https://t.co/W2mzsFGpwj",0.5719,0.11,0.89,0.0
16,@FoxNews,". @RepDevinNunes: “The questionnaire really asks some simple questions. ‘When did you know the Democrats paid for the dossier, and who did you tell?’” #TheStory https://t.co/XqvoH4XGzZ",0.0,0.0,1.0,0.0
17,@FoxNews,".@FBI agent Peter Strzok was told of possible breach into @HillaryClinton's server but didn't follow up, sources say https://t.co/UwCZJD7hkE",0.0,0.0,1.0,0.0
18,@FoxNews,".@mikeallen shares reaction to congressional inaction on DACA: ""They said there's nothing you can do to get this Congress to do something if they don't have to.""  #SpecialReport https://t.co/OTXrNCollP https://t.co/gCKJqiWFLG",0.0516,0.068,0.87,0.062
19,@FoxNews,TUNE IN: @RepDevinNunes speaks exclusively with @marthamaccallum now on #TheStory on Fox News Channel. https://t.co/z2kaPNeSbv,0.0,0.0,1.0,0.0
20,@FoxNews,".@MZHemingway on criticism of @POTUS' tariff plan: ""If it's unacceptable for us, it's also unacceptable for all these other countries that punish U.S. corporations."" #SpecialReport  https://t.co/fdLS0ececg https://t.co/cRqXd1OvwK",-0.9062,0.0,0.652,0.348
21,@FoxNews,"FULL STEAM AHEAD: This train in England plows the rails, throwing snow high in the air, as it clears the tracks after a recent storm. https://t.co/4uV0uVFtuE",0.0772,0.051,0.949,0.0
22,@FoxNews,".@brithume on @POTUS steel tariff announcement: ""Remember this about this president...This is something he basically promised to do during the campaign and say what you will about #DonaldTrump - he does try to keep his campaign promises."" #SpecialReport  https://t.co/fdLS0ececg https://t.co/1gY19fSM0k",0.3612,0.062,0.938,0.0
23,@FoxNews,Saudi Arabia hosts first-ever race for women https://t.co/yKxeUDOFyG,0.0,0.0,1.0,0.0
24,@FoxNews,"GOP lawmakers renew calls for second special counsel, say it may be 'unavoidable' - via @brookefoxnews 
https://t.co/pZydqz1DoN",0.4019,0.153,0.847,0.0
25,@FoxNews,"Tennessee grandma brings Doritos bag full of drugs to prison, police say https://t.co/qpcPCfSWUk",-0.5106,0.0,0.784,0.216
26,@FoxNews,".@kimguilfoyle: “To see [@POTUS] in kind of good humor, making…inroads with the media, I thought that was good. You know, it just shows…his flexibility and his versatility, and he’s very good at these events.” #TheFive https://t.co/L0MMP6HlWL",0.8839,0.291,0.709,0.0
27,@FoxNews,".@kilmeade: ""I don’t buy that it’s as chaotic as this.” #TheFive https://t.co/KNXnKo2AGq",-0.4939,0.0,0.775,0.225
28,@FoxNews,TONIGHT: @RepDevinNunes speaks exclusively with @marthamaccallum. Tune in to @TheStoryFNC on Fox News Channel at 7p ET.  #TheStory https://t.co/hRONLp7jhe,0.0,0.0,1.0,0.0
29,@FoxNews,Embarrassment as Emma Watson sports feminist tattoo with grammatical error https://t.co/Gaj5o2L34N,-0.6808,0.0,0.616,0.384
30,@FoxNews,"Mississippi GOP Sen. Thad Cochran resigning April 1 amid health challenge - via @brookefoxnews
https://t.co/eVNfsSDiaF",-0.1531,0.092,0.775,0.134
31,@FoxNews,.@POTUS spoke Monday about trade barriers and tariffs that other countries have imposed on the U.S. https://t.co/fdLS0ececg https://t.co/9JxRTT1tWa,-0.0772,0.0,0.929,0.071
32,@FoxNews,"Teen thought her drooping eye was booze-related, but it was a brain tumor https://t.co/4x65cfv2nZ",-0.5267,0.0,0.779,0.221
33,@FoxNews,"RT @FoxBusiness: #BreakingNews: Stocks end higher as @POTUS talks down prospects of trade war. The Dow Jones Industrial Average, S&amp;P 500, a…",-0.4019,0.084,0.766,0.149
34,@FoxNews,"Trump says Democrats are 'nowhere to be found' on DACA - via @brookefoxnews
https://t.co/0ymxdy7btm",0.0,0.0,1.0,0.0
35,@FoxNews,"Former @DICKS employee explains why he quit over new gun policy: ""You can serve in the military. You can vote at 18. [But] you can't buy a gun at Dick's Sporting Goods. [It's] a constitutional right and you can't buy one there."" @TeamCavuto https://t.co/3z99LnzZz6 https://t.co/utsmfGtJuP",-0.5859,0.0,0.895,0.105
36,@FoxNews,Outrage grows over Oklahoma judge who reportedly let several child rapists off without prison time https://t.co/AQsjZTi3tD,-0.7094,0.116,0.558,0.326
37,@FoxNews,Stephen Hawking says he knows what happened before the dawn of time https://t.co/EEq2LdcCYD,0.0,0.0,1.0,0.0
38,@FoxNews,"Netanyahu gets VIP treatment from Trump after years of frosty relations with Obama - via @brookefoxnews 
https://t.co/ywpy0DnExy",0.6166,0.212,0.788,0.0
39,@FoxNews,'Let him arrest me': #Trump ex-campaign aide Nunberg says he will refuse Mueller's subpoena https://t.co/ClnS43U5KD,-0.5574,0.0,0.739,0.261
40,@FoxNews,".@PressSec: “[Members of Congress] claim to want to fix DACA. @POTUS laid out a pathway and an exact way to do that. They failed to address it, but we’re still hopeful that Congress will actually do their jobs, show up &amp; get something done…” https://t.co/HZbAqjBKTe",0.5346,0.115,0.841,0.044
41,@FoxNews,".@PressSec: “@POTUS believes in free, fair, &amp; reciprocal trade, &amp; hopes other countries will join him in pursuing that goal. @POTUS wants to make sure that we’re doing everything we can to protect American workers &amp; to protect industries like the steel &amp; aluminum industry…” https://t.co/gVcURQimMO",0.9559,0.352,0.648,0.0
42,@FoxNews,".@PressSec: “These men represent the very best of America, and remind us why it’s so important to make sure our great veterans get the care they deserve.” https://t.co/06rIpPdCLO",0.9474,0.417,0.583,0.0
43,@FoxNews,.@PressSec: “The bond between the United States and Israel is the strongest it has ever been.” https://t.co/KgrOPrt8MT,0.6908,0.275,0.725,0.0
44,@FoxNews,Ohio Forklift Driver Who Switched Parties: @POTUS 'Knows What He's Doing' on Tariffs  @ffweekend https://t.co/aTPNtfuKhe,0.4019,0.162,0.838,0.0
45,@FoxNews,".@AriFleischer on @POTUS tariff announcement: ""It really should come as no surprise. He's the boss. He called the shots.""  @dailybriefing https://t.co/fdLS0ececg https://t.co/8nd3pHZSDL",-0.0258,0.086,0.823,0.091
46,@FoxNews,"""Trump created this crisis and Congress has to solve it"" — DACA supporters are blocking streets outside of the @uscapitol, reports @pdoocy.  @dailybriefing  https://t.co/1gwLz4M4eO https://t.co/CdvtiJlef8",-0.4166,0.202,0.573,0.225
47,@FoxNews,"Tennessee grandma brings Doritos bag full of drugs to prison, police say https://t.co/l7qyxoxch5",-0.5106,0.0,0.784,0.216
48,@FoxNews,"Uber, Lyft drivers earn low pay, study says, but Uber slams 'major discrepancy' in methodology https://t.co/AmoYcif4FY (via @christocarbone)",-0.1901,0.0,0.853,0.147
49,@FoxNews,".@RepMattGaetz: “If Jeff Sessions doesn’t want to do the job of attorney general, he should step aside and we should get somebody who wants to do that job.” #OutnumberedOT https://t.co/JjH3dPOb3w",0.0772,0.043,0.957,0.0
50,@FoxNews,.@RepMattGaetz: “I am certain that there were senior officials at the Department of Justice and FBI that steered Hillary Clinton away from trouble.” #OutnumberedOT https://t.co/rMSNQi2iQf,0.6705,0.193,0.807,0.0
51,@FoxNews,Winter storm may bring over a foot of snow to the Northeast https://t.co/u07dWOiJpv,0.0,0.0,1.0,0.0
52,@FoxNews,.@David_Bossie: “[@realDonaldTrump] works so hard for the American people. He wants the United States to succeed.” #OutnumberedOT https://t.co/3kDCEDhtXs,0.2344,0.135,0.774,0.09
53,@FoxNews,.@David_Bossie: “The American people are sick and tired of this… nearly two year investigation.” #OutnumberedOT https://t.co/6JnhuBykKR,-0.7351,0.0,0.693,0.307
54,@FoxNews,.@greggutfeld: Rehab for Trump-haters in 3 easy steps! https://t.co/6dFj1GXYFW,0.4926,0.313,0.687,0.0
55,@FoxNews,".@POTUS: “Our country, on trade, has been ripped off by virtually every country in the world.” https://t.co/lzNzTwWSum",0.0,0.0,1.0,0.0
56,@FoxNews,.@POTUS on tariffs: “We’re not backing down.” https://t.co/1UvdOhp3yh,-0.0191,0.0,0.867,0.133
57,@FoxNews,.@POTUS: “If we could do peace between Israel and the Palestinians that would be a great thing for the world.” https://t.co/gQOOsqzH6p,0.8225,0.297,0.703,0.0
58,@FoxNews,.@POTUS: “Israel is very special to me.” https://t.co/K5i1TZm9O3,0.4576,0.3,0.7,0.0
59,@FoxNews,".@netanyahu: “Mr. President I just want to say, thank you for your leadership and thank you for your tremendous friendship.” https://t.co/0JdOgvg6z2",0.6486,0.27,0.73,0.0
60,@FoxNews,.@netanyahu: “Iran must be stopped. That is our common challenge.” https://t.co/DKIfnc92gw,-0.2263,0.0,0.84,0.16
61,@FoxNews,".@netanyahu: “This is the first time we meet in Washington, America’s capital, after you declared... Jerusalem as Israel’s capital.” https://t.co/9jjzpO08Hy",0.0,0.0,1.0,0.0
62,@FoxNews,".@POTUS: “It’s a great honor to have Prime Minister Netanyahu and Mrs. Netanyahu with us… We have, I would say, probably the best relationships right now with Israel that we ever had.” https://t.co/oKezzEYOG7",0.91,0.291,0.709,0.0
63,@FoxNews,"Utica College on lockdown due to 'credible threat,' officials say https://t.co/MOM2pdqqWA",0.0,0.0,1.0,0.0
64,@FoxNews,"Judicial Watch sues DOJ for Bruce and Nellie Ohr records related to Fusion GPS, anti-Trump dossier - via @brookefoxnews

https://t.co/WhUX0ZeeXY",0.0,0.0,1.0,0.0
65,@FoxNews,President @realDonaldTrump and @FLOTUS Greet Israeli PM @netanyahu and First Lady Sara Netanyahu https://t.co/VllbK9MHFd,0.3182,0.15,0.85,0.0
66,@FoxNews,Awaiting Arrival of Israeli PM @netanyahu and First Lady Sara Netanyahu https://t.co/FVKBXpW3ni,0.0,0.0,1.0,0.0
67,@FoxNews,".@LawrenceBJones3: ""The reality of it is, sometimes trade isn't fair."" https://t.co/8GeOYd3RYj",0.0,0.0,1.0,0.0
68,@FoxNews,".@Richardafowler: “While I don’t agree with this president on much, I do agree with his position on trade.” https://t.co/uSrgIVQ2YD",0.6124,0.25,0.75,0.0
69,@FoxNews,"RT @FoxBusiness: Peter Navarro on tariffs' economic impact: ""The impact of these tariffs from a macroeconomic point of view are zero."" http…",0.0,0.0,1.0,0.0
70,@FoxNews,"RT @FoxBusiness: Peter Navarro on opposition to tariffs: ""If you go to Ohio or Pennsylvania or you go to the heartland of American Main Str…",0.0,0.0,1.0,0.0
71,@FoxNews,"RT @FoxBusiness: Peter Navarro: ""If we don't impose these tariffs, we will lose our aluminum industry within a matter of a few years and ou…",-0.1808,0.116,0.779,0.105
72,@FoxNews,"RT @FoxBusiness: Peter Navarro on tariffs: ""This is what this whole thing is about... it's protecting our national security and economic se…",0.34,0.103,0.897,0.0
73,@FoxNews,West Virginia teacher strike enters eighth day with no end in sight https://t.co/4i4ZvEFm33 #FoxNewsUS (via @christocarbone),-0.4019,0.0,0.791,0.209
74,@FoxNews,Nor'easter uncovers wreck of Revolutionary War-era ship on Maine beach https://t.co/K3xSTF8usY,-0.4404,0.0,0.775,0.225
75,@FoxNews,ISIS uses US Special Forces helmet cam in twisted propaganda video https://t.co/Pk4ptv6qaw,0.1779,0.184,0.68,0.136
76,@FoxNews,"Jimmy Kimmel's 'divisive,' politically charged Oscars could be least watched in history https://t.co/a6x7VfGsKD",-0.2023,0.0,0.87,0.13
77,@FoxNews,"Trump's DACA deadline passes under legal cloud, with urgency dwindling in Congress https://t.co/lptA1Jyseo",0.128,0.111,0.889,0.0
78,@FoxNews,"John McCormack: ""The problem with trade wars… is that they tend to escalate. These wars tend to escalate, they’re not easily won. Both sides tend to lose."" https://t.co/VXwsx7Y3Sl",-0.8843,0.0,0.679,0.321
79,@FoxNews,WV Teachers’ Statewide Strike Continues https://t.co/i0Y2lbuBvg https://t.co/xl5aqDdGT1,-0.128,0.0,0.8,0.2
80,@FoxNews,".@Judgenap: “The guilty plea of Richard Gates, Paul Manafort’s business partner… has proven to be a treasure-trove for Mueller and company.” https://t.co/jFW0cTRQmX",-0.4215,0.0,0.877,0.123
81,@FoxNews,".@michellemalkin: Surrounded by Armed Security, 'Hypocritical' Celebs Lecture America on Guns https://t.co/P5n0XRiu5b",0.34,0.179,0.821,0.0
82,@FoxNews,.@RepRutherfordFL: “Jeff Sessions has a unique opportunity right now as attorney general to change the culture within DOJ.” https://t.co/anpHjWgqJ1,0.4215,0.141,0.859,0.0
83,@FoxNews,.@RepRutherfordFL: “Douglas High School is… an example of how everything can go wrong. Even the good guy with a gun.” https://t.co/UkCEleFP33,-0.0516,0.121,0.75,0.129
84,@FoxNews,Stocks Open Lower Amid Trade Concerns https://t.co/pRdyOpfhzc,-0.296,0.0,0.732,0.268
85,@FoxNews,Trump: Obama DOJ launched 'unprecedented' probe to 'discredit' him 'so Crooked H would win' https://t.co/NmmVNeHJTt,0.6771,0.317,0.683,0.0
86,@FoxNews,Georgia police rescue fleeing suspect from drainage ditch https://t.co/3WuyGQu2IU,0.2732,0.264,0.56,0.176
87,@FoxNews,"Shootings at Chicago gang members' funerals getting 'out of control', police say https://t.co/VdZ5fbWshu",-0.3818,0.0,0.822,0.178
88,@FoxNews,"Orphaned baby chimp rescued from poacher, snuggles pilot on rescue flight https://t.co/HHC8J8Io14",0.7269,0.379,0.621,0.0
89,@FoxNews,ISIS suspects arrested after US Embassy in Turkey closed due to 'security threat' https://t.co/vsCXqgScyi,-0.7579,0.113,0.469,0.418
90,@FoxNews,"Trump: ‘New and fair’ NAFTA pact only way to stop steel, aluminum tariffs https://t.co/qh5UTsDkRr",-0.296,0.0,0.855,0.145
91,@FoxNews,"Stuart Varney: “The opening gambit from Donald Trump on tariffs is a tough negotiating position, which will be adjusted in the future.” https://t.co/WFjarItW5B",-0.128,0.0,0.933,0.067
92,@FoxNews,.@michellemalkin: “At the end of the day… the number of Americans who are tuning out all of these hypocritical liberals is larger than it’s ever been.” https://t.co/Yvgxe2ZjQK,-0.4019,0.044,0.853,0.102
93,@FoxNews,.@LannyDavis: “President Trump and I agree on our very poor opinion on Mr. Comey’s judgment.” https://t.co/aWIU8Yg7nK,-0.2247,0.132,0.688,0.18
94,@FoxNews,"Peter Navarro: “This is a great president, doing great things for men and women who work with their hands.” https://t.co/GqM3d4AF6E",0.8481,0.325,0.675,0.0
95,@FoxNews,"Peter Navarro: “All we’re trying to do with our trade policy, is to get a fair and level playing field.” https://t.co/tSyt0uS64D",0.4767,0.186,0.814,0.0
96,@FoxNews,Peter Navarro: “The mission here is to save our aluminum and steel industries for the purposes of preserving our national security and economic security.” https://t.co/tistqft2Oz,0.6808,0.196,0.804,0.0
97,@FoxNews,"For the first time since the Vietnam War, a U.S. Navy aircraft carrier is paying a visit to a Vietnamese port. The USS Carl Vinson is anchored at Tien Sa Port in Danang, Vietnam. https://t.co/vr5G7lcXKu",-0.5994,0.0,0.888,0.112
98,@FoxNews,"Moments ago, President @realDonaldTrump tweeted about NAFTA https://t.co/eHseFuPdiS",0.0,0.0,1.0,0.0
99,@FoxNews,"During his acceptance speech for Best Actor in a Leading Role at the #Oscars, Gary Oldman expressed his gratitude to America. https://t.co/WkmHhmz2qt https://t.co/tQEZgew70r",0.8885,0.356,0.644,0.0
0,@nytimes,"Washington State residents are getting net neutrality rules back, with the first state law in the U.S. that prevents internet service providers from blocking and slowing down content online https://t.co/WUEHXxu7O1",-0.3182,0.041,0.878,0.082
1,@nytimes,"""There are more complexities here than in brain surgery."" Ben Carson has struggled as housing and urban development secretary. https://t.co/1XPz4zcP8I",-0.34,0.0,0.888,0.112
2,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/AL9cyxlpjs,0.0,0.0,1.0,0.0
3,@nytimes,"RT @NYTObits: Russ Solomon, who founded the music superstore Tower Records, dies at 92 https://t.co/PqZubzJGZT",0.0,0.0,1.0,0.0
4,@nytimes,The complete list of winners at the 2018 Oscars https://t.co/tNKGLu5PVC,0.4767,0.256,0.744,0.0
5,@nytimes,#TheBachelor has become so big that you can spend 24 hours immersing yourself in its offshoots. So our reporter did. https://t.co/rqk3980oDa,0.0,0.0,1.0,0.0
6,@nytimes,"Faced with a backlash from employees, United said it was “pressing the pause button” on a plan to replace its modest monthly bonuses with a lottery system https://t.co/6gvq3eb4d3",0.7506,0.218,0.782,0.0
7,@nytimes,Football’s brain injury crisis has come to family court: A divorced couple are locked in a legal battle over whether to let their son play https://t.co/sjBDTpcXRb,-0.765,0.12,0.586,0.293
8,@nytimes,"RT @nytopinion: If the Kochs and their allies succeed in smashing and scattering the last remaining pension funds into millions of 401(k)s,…",0.4939,0.132,0.868,0.0
9,@nytimes,The best and worst of Oscars 2018 https://t.co/JBslAC44Ok,0.0258,0.294,0.42,0.287
10,@nytimes,Confused about what President Trump's tariffs on steel and aluminum will mean? Here's an overview. https://t.co/RaqDFwSf1X,-0.3182,0.0,0.867,0.133
11,@nytimes,"""The greatest challenge to lasting weight loss is the fact that no one can give up eating. Rather, one has to learn a better — and permanent — way to handle food."" https://t.co/5mAX6YZl2K",0.5994,0.222,0.66,0.119
12,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/it1BQDE2S7,0.0,0.0,1.0,0.0
13,@nytimes,"“They have requested a ridiculous amount of documents,” Sam  Nunberg said. “Should I spend 30 hours producing these? I don’t know what they have.” https://t.co/PVZEaAHBaO",-0.3612,0.0,0.894,0.106
14,@nytimes,Here are 5 memorable moments from “Mister Rogers’ Neighborhood.” PBS is marking the 50th anniversary of the premiere with a special on Tuesday. https://t.co/KpCmyC25Uz,0.4019,0.114,0.886,0.0
15,@nytimes,"“After a brief time apart, Frances and her Oscar were happily reunited,” her spokesman said. “They celebrated the reunion with a double cheeseburger from In-N-Out.” https://t.co/6vbejpJgnG",0.8074,0.249,0.751,0.0
16,@nytimes,RT @TheSteinLine: To sign up for the @nytimes' weekly NBA newsletter just enter your e-mail address here: https://t.co/CMXVLMNkLp. To submi…,0.0,0.0,1.0,0.0
17,@nytimes,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/Lyx2cmSv0d",0.3182,0.145,0.769,0.086
18,@nytimes,"Senator Thad Cochran announced that he is resigning because of ill health, opening another GOP seat https://t.co/xNoobouPI9",-0.5719,0.0,0.761,0.239
19,@nytimes,"RT @maggieNYT: Nunberg says Trump often sounds ""like a moron"" but that the Mueller probe is ""a witch hunt"" https://t.co/he2ddA68b2",-0.5574,0.076,0.693,0.232
20,@nytimes,"Today, forgive yourself for putting off that one thing (you know what thing) and just finish it https://t.co/u8o9E9cuEM",0.2732,0.11,0.89,0.0
21,@nytimes,RT @KirkSemple: Here's an early version of our developing story about the showdown today at the Trump hotel in Panama:   https://t.co/AqK4f…,0.0,0.0,1.0,0.0
22,@nytimes,"NYT correspondent @DanBilefsky left Canada nearly 30 years ago. He’s back, and he’s on a road trip across Quebec to rediscover his home province. What should he see and do https://t.co/F1biRAjUVI",0.0,0.0,1.0,0.0
23,@nytimes,"Beware the snake, the spider and the scorpion. But know this: You are much more likely to be killed by a bee or a dog. https://t.co/YT00hOg8OC",-0.6705,0.0,0.836,0.164
24,@nytimes,"In one of China’s biggest cities, the women-only subway cars are full of men https://t.co/WgkWPzg7jb",0.0,0.0,1.0,0.0
25,@nytimes,"Watch: This year's Academy Awards were dominated by calls for more diversity and inclusivity for women, people of color, immigrants and minorities https://t.co/mH99vbEp9G",0.4588,0.12,0.88,0.0
26,@nytimes,"RT @nytpolitics: Sam Nunberg, a former Trump campaign aide who recently met with Robert Mueller's investigators, said he was subpoenaed to…",0.0,0.0,1.0,0.0
27,@nytimes,"We dive into the scary, morally dubious world of ""deepfakes,"" A.I.-manipulated videos that can be used to face-swap anyone onto anyone else https://t.co/j4eVyobVQC",-0.6908,0.0,0.787,0.213
28,@nytimes,"Within hours, a workman wielding a sledgehammer and crowbar pried the silver letters T-R-U-M-P off the sign at the hotel https://t.co/9PlqSNprLI",0.0,0.0,1.0,0.0
29,@nytimes,"New York has set records on affordable housing, funding it at a breakneck pace. But President Trump’s tax policies have made it much more costly. https://t.co/MWUrruQGMu",-0.1761,0.0,0.934,0.066
30,@nytimes,"Our critics @ManohlaDargis, @AOScott and @Wesley_Morris discussed how the Oscars were actually in tune with these polarizing times https://t.co/gnLrlGM3YX",-0.296,0.0,0.891,0.109
31,@nytimes,"His incitements have earned him many admirers within the art world, but Pope.L has remained at the periphery of fame, an anti-consumerist loner in a business that runs largely on money and schmooze https://t.co/qjBNFaqlst",0.4118,0.147,0.776,0.076
